"","mean","var","max","min","station"
"1","2.07125216551168","0.474528206416328","3.03115309228503","1.14865011672792","ACO"
"2","5.63718746074475","5.02687274924374","9.26639225115011","2.83360958816779","ATI"
"3","5.76970249710608","3.22472855955708","8.81012360446571","2.95025252525253","CAM"
"4","3.39962492987111","1.18642949117091","4.65959595959596","2.25351888449715","CCA"
"5","2.70852318310556","1.21129970344263","5.37522883295194","1.64521299956083","CHO"
"6","3.79093485456052","1.60534985488664","5.52093048188494","1.8166267463252","CUA"
"7","5.38587759435618","3.3879200444602","9.15070460161624","3.52090156220591","CUT"
"8","5.85010920694061","2.76390387441656","8.5166716756829","3.33650232300118","FAC"
"9","4.31169332686164","1.82847799739244","6.13707032307276","1.61427176307039","HGM"
"10","4.61889404142002","2.88832733001661","7.4680090830161","1.93697125719437","IZT"
"11","4.76039254056618","2.6932457779131","6.6087258500708","1.77496186117468","LLA"
"12","3.37800482503607","3.66460180593966","6.13888888888889","1.81579243522178","LPR"
"13","5.00031425587784","3.04465562116709","7.49346700873166","1.99500743643966","MER"
"14","3.2358248771153","1.34209935909346","5.14599838969404","1.63179882347502","NEZ"
"15","3.60339230905743","1.31787297022327","5.31872862380355","2.01327827969132","PED"
"16","4.46358128684281","2.97057964527318","7.05939752958835","1.06764069264069","SAG"
"17","3.5317842653906","1.28991842345335","5.73118478586533","1.5429692178704","SFE"
"18","4.16160783775815","3.00693247921113","7.33693191916254","1.9795285149633","SJA"
"19","3.72073853118604","1.77850961432321","6.52646050770174","1.92611111111111","SUR"
"20","2.41429635264749","0.519193618360076","3.85637262151237","1.69031447479723","TAH"
"21","7.91068780522502","5.35050672678048","11.2048826171709","4.1610000975943","TLA"
"22","6.55774092665244","5.63536849933716","9.48364075537989","2.12422485726834","TLI"
"23","2.15286253421671","0.562282468138869","3.92175749682762","1.07531055900621","TPN"
"24","3.0165832210764","0.538288690105026","4.34001993061194","1.80207336523126","UAX"
"25","3.89018751172903","2.17731422054686","6.72942612491959","1.66371557186775","UIZ"
"26","6.13813324378641","7.4482203320245","9.73762966321835","2.27698836187967","VIF"
"27","4.89043504837657","3.62482582635381","8.48683410841269","2.00055555555556","XAL"
