"","mean","var","max","min","station"
"1","0.874780990531575","0.0895035473219002","1.53278926789114","0.654060275002181","CHO"
"2","1.10752579842169","0.144464064072392","1.69058078784236","0.588937405511739","FAC"
"3","0.895447585003632","0.164784036606735","1.53496272246272","0.39371204278813","IMP"
"4","0.851335669378777","0.0850457490113636","1.56054492025039","0.50596657316503","IZT"
"5","1.3737249939255","0.0991897915344631","1.92067453287503","0.969627122813622","LAG"
"6","1.39898013124583","0.0668080950006651","2.01000566170622","1.04461505790167","MER"
"7","0.473643825269944","0.0212113592091954","0.850781869885731","0.278109876086365","PED"
"8","1.10882411577676","0.0583613076573303","1.70318039509927","0.761276737967915","PLA"
"9","0.925984328238399","0.237338808582967","1.54687097240853","0.287674963924964","SAG"
"10","0.719342710456694","0.03013763889109","1.00402444096343","0.39867270531401","SUR"
"11","0.958112773964836","0.132735776794394","1.82694174474181","0.499852490504664","TAC"
"12","1.21389563690016","0.0155589016414808","1.41156017895148","1.02791412501035","TAX"
"13","0.917858603656608","0.0771776297087948","1.49964322143495","0.590504208754209","TLA"
"14","0.835486633051723","0.216178427926828","1.71361934816002","0.326355637116507","TLI"
"15","1.04693326455208","0.116164526873967","1.67670755339409","0.602125568447448","UIZ"
"16","1.06028812260556","0.361034330439692","2.17044767118605","0.421497035573123","VAL"
"17","0.673691322390222","0.0980800678924166","1.21336605890603","0.267055956874116","VIF"
"18","0.895983304993972","0.0581117228630405","1.31165945137479","0.618651269254355","XAL"
