"","month","avg","var","max","min"
"1",1,NA,NA,NA,NA
"2",2,NA,NA,NA,NA
"3",3,NA,NA,NA,NA
"4",4,NA,NA,NA,NA
"5",5,NA,NA,NA,NA
"6",6,NA,NA,NA,NA
"7",7,NA,NA,NA,NA
"8",8,15.9274193548387,0.82084348864994,17.5666666666667,14.2458333333333
"9",9,NA,NA,NA,NA
"10",10,NA,NA,NA,NA
"11",11,15.5061111111111,2.13044747765006,17.725,11.7708333333333
"12",12,12.3033602150538,1.53432224462366,14.5541666666667,10.6125
