"","mean","var","max","min","station"
"1","0.299875817925275","0.00623019976362636","0.432202801049018","0.206515769858161","ACO"
"2","0.702813062039151","0.0343236660213549","0.978956497150556","0.403097546140015","ATI"
"3","0.831951163293249","0.0328201811274793","1.12474287050023","0.554919433129553","CAM"
"4","0.695442847900652","0.0090844951653466","0.826693210058808","0.562267244998686","CUA"
"5","0.973473303089389","0.0348095801350905","1.33180894521474","0.705452314165498","FAC"
"6","0.899908744990861","0.0286524491241004","1.15966156545897","0.65913712066089","HGM"
"7","0.840963858401081","0.0382407424941508","1.07841967055852","0.485064935064935","IZT"
"8","0.90976406255165","0.0105284993524112","1.01262704686618","0.787272833524587","LPR"
"9","1.16067227087518","0.0225392806268771","1.44674343281271","0.94917508465305","MER"
"10","0.831740510246087","0.0302585703967947","1.17944249649369","0.588192577953447","NEZ"
"11","0.515557173116873","0.008684096321979","0.64444815454786","0.369220957372393","PED"
"12","0.584562354754053","0.00643040883475248","0.756391212288593","0.451576902936092","SFE"
"13","0.761430984736651","0.0502272702715389","1.09746635610766","0.40578474763111","SJA"
"14","0.948262674547611","0.0162675896015196","1.19829756596061","0.74184669273379","SUR"
"15","0.593432457696213","0.0249716144988752","0.844770283479961","0.368481961187357","TAH"
"16","1.0028181440441","0.014395232007995","1.19155005738916","0.818156384043112","TLA"
"17","0.670727343331887","0.0165029385261022","0.842933673469388","0.502174256799494","TLI"
"18","0.753518353258968","0.00643290774820118","0.873262530449546","0.643562247771667","UAX"
"19","0.873107538696705","0.0462627069876972","1.24820099284773","0.520160844658229","UIZ"
"20","0.728026891065114","0.0526562074017856","1.06003517316017","0.412153982431535","VIF"
"21","0.941667666974967","0.0726318046749914","1.32323317790737","0.535534670650596","XAL"
