"","month","avg","var","max","min"
"1",1,15.8545815801777,2.52620642370639,17.7625,12.2333333333333
"2",2,18.3061494252874,3.01229431616037,21.3458333333333,14.8916666666667
"3",3,20.3251344086021,4.64848551373955,23.1083333333333,13.6083333333333
"4",4,21.60875,1.64196761254789,23.4208333333333,17.8
"5",5,20.4490591397849,4.48336887694146,23.3208333333333,17.0041666666667
"6",6,19.8989371980676,1.67646223476426,21.7541666666667,16.65
"7",7,19.4049731182796,0.726634744623656,20.7416666666667,17.875
"8",8,18.7354838709677,1.03990031362007,20.7166666666667,17.0791666666667
"9",9,18.2512820512821,1.85804967948718,20.9291666666667,15.3666666666667
"10",10,17.8639784946237,2.16833165322581,20.1833333333333,13.925
