"","month","avg","var","max","min"
"1",1,13.9513440860215,2.69301317951015,16.2166666666667,10.2041666666667
"2",2,16.5006896551724,2.95465342603996,19.7708333333333,12.525
"3",3,18.461755952381,5.59150984255585,21.7541666666667,11.4375
"4",4,20.2558333333333,1.70452059386973,22.0666666666667,16.3291666666667
"5",5,19.1763440860215,4.52177591099164,22.0916666666667,15.625
"6",6,18.2865725908975,1.77719037656849,20,14.9958333333333
"7",7,17.9264784946237,0.496313134707288,19.2875,16.5208333333333
"8",8,17.4067847124825,0.708341102269109,18.9791666666667,15.825
"9",9,16.726461352657,2.08500669939789,19.3375,12.5541666666667
"10",10,16.1392999064984,2.30018005219379,18.5791666666667,11.9708333333333
