"","mean","var","max","min","station"
"1","9.28643420755294","10.3031602094552","16.0960955204216","5.68511192278355","ARA"
"2","12.3988566591582","30.1405782832976","19.3745735303344","7.38163436610141","ATI"
"3","13.0435213443019","25.0319069512954","20.1763342535082","6.62952349582784","AZC"
"4","11.792281411849","34.9481167134257","19.1683644595359","5.60317541646044","BJU"
"5","10.1630182271838","8.09433909312606","15.4512445887446","6.02043046928917","CES"
"6","13.1630391027628","21.5565267659058","20.4552351969019","7.0938949013949","FAC"
"7","13.8153581035808","20.8364934337361","23.4643858287022","8.9024683132078","HAN"
"8","11.8877214119922","18.1868846610455","18.9287524792526","7.1139108476065","LAG"
"9","11.7629450384362","16.6057720632071","17.3301282051282","7.93145161290323","LPR"
"10","9.69376739475137","19.8429376154647","18.701586340261","4.57024490574262","LVI"
"11","13.282649684599","20.1552995392782","21.652688172043","7.88056220095694","MER"
"12","7.58641619665038","6.98070920902064","12.1117932140958","3.41331349206349","PED"
"13","9.39181517120567","9.86851338332978","13.8553005904455","3.92966204487944","PLA"
"14","10.2832031093929","13.8144950617786","20.3243634676168","6.37554440097439","SAG"
"15","9.11258877681454","9.02710888748876","14.4995241760616","4.48754096977485","SUR"
"16","11.64659271281","8.02233569278792","16.4953787878788","7.5368178630626","TAC"
"17","6.76948713379635","5.56334224762506","8.81130434782609","2.95063288161114","TAH"
"18","13.0509262615887","11.5364759887983","18.9466285526068","8.65338155996051","TAX"
"19","15.3653911384999","36.9514409514294","28.5036919725043","8.59984488275343","TLA"
"20","15.6560593578219","68.2088628052005","33.6852324375263","4.71739914674697","TLI"
"21","10.8780054236378","7.07457125146688","16.740858149412","7.63080808080808","UIZ"
"22","14.4772786132836","36.6127602946071","25.2263164605381","7.28207070707071","VAL"
"23","12.6013399669668","34.8217312615987","26.4159335288368","5.94240829621264","VIF"
"24","16.4997453066727","24.9187350822642","24.4254149661591","7.87786683099553","XAL"
