"","month","avg","var","max","min"
"1",1,NA,NA,NA,NA
"2",2,NA,NA,NA,NA
"3",3,17.5818548387097,3.66110017174432,21.1083333333333,13.0333333333333
"4",4,NA,NA,NA,NA
"5",5,18.4654569892473,1.62846550179211,20.9666666666667,15.9791666666667
"6",6,NA,NA,NA,NA
"7",7,17.5545698924731,1.5652585125448,19.9041666666667,15.2416666666667
"8",8,NA,NA,NA,NA
"9",9,NA,NA,NA,NA
"10",10,NA,NA,NA,NA
"11",11,NA,NA,NA,NA
"12",12,14.6908602150538,1.74281761499403,17.0333333333333,12.8
