"","month","avg","var","max","min"
"1",1,14.2408026113671,2.1103498639151,16.4708333333333,11.0708333333333
"2",2,16.901724137931,1.72231834975369,19.2333333333333,14.1208333333333
"3",3,19.0501344086022,3.46705032855436,21.3125,13.0791666666667
"4",4,20.2028140096618,1.20806484378584,21.5291666666667,16.8666666666667
"5",5,19.0243279569892,3.44428020459976,21.8708333333333,15.2291666666667
"6",6,19.0018939393939,0.845439363876863,20.5916666666667,16.5458333333333
"7",7,18.0478494623656,0.492335498805257,19.4291666666667,16.7833333333333
"8",8,17.4924731182796,0.771153263142174,19.4,15.2875
"9",9,16.8309795321637,1.90575333833929,19.1208333333333,13.4375
"10",10,16.4377688172043,1.78185524940263,18.8625,12.8041666666667
