"","month","avg","var","max","min"
"1",1,14.0283602150538,3.73489284647551,17.2208333333333,8.38333333333333
"2",2,15.7367816091954,4.85765633552271,18.2708333333333,10.3916666666667
"3",3,NA,NA,NA,NA
"4",4,17.3316666666667,2.61737380268199,20.2833333333333,12.9458333333333
"5",5,NA,NA,NA,NA
"6",6,NA,NA,NA,NA
"7",7,NA,NA,NA,NA
"8",8,NA,NA,NA,NA
"9",9,NA,NA,NA,NA
"10",10,NA,NA,NA,NA
"11",11,NA,NA,NA,NA
"12",12,NA,NA,NA,NA
