"","month","avg","var","max","min"
"1",1,16.2907309267793,3.68963391196084,20.82,12.9416666666667
"2",2,18.5798850574713,2.33269725814176,21.3583333333333,14.8833333333333
"3",3,20.7830012077295,6.5826466245978,24.1541666666667,13.7416666666667
"4",4,22.4277838164251,1.4701319618346,24.15,18.5083333333333
"5",5,21.2762096774194,4.20530114994026,24.3041666666667,17.8291666666667
"6",6,20.8145833333333,1.68760027538314,22.4708333333333,17.3125
"7",7,20.224706744868,0.523342207201536,21.6708333333333,18.9916666666667
"8",8,19.8630376344086,0.940649006869773,21.6083333333333,18.0541666666667
"9",9,19.12163647343,2.14036782261798,21.7708333333333,15.3583333333333
"10",10,19.0150333985011,2.42889894731775,21.2708333333333,14.7
